stop,type,population
"Montana, Pavillon",Bus,0
"Crans-s.-S., Grand-Place",Bus,0
"Crans-s.-S., Scandia",Bus,0
"Ayent, Les Frisses",Bus,0
Argnoud,Bus,0
"Basse-Nendaz, village",Bus,0
"Basse-Nendaz, Le Jaheux",Bus,0
"Beuson (Nendaz), village",Bus,0
"Fey (Nendaz), Crevey",Bus,0
Condémines,Bus,0
"Basse-Nendaz, La Poya",Bus,0
"Brignon (Nendaz), Château",Bus,0
"Fey (Nendaz), village",Bus,0
"Fey (Nendaz), Les Tsejas",Bus,0
"Fey (Nendaz), Le Dinto",Bus,0
"Fey (Nendaz), Moralla",Bus,0
"Fey (Nendaz), Les Bans",Bus,0
"Aproz, bif. Bieudron",Bus,0
"Haute-Nendaz, télécabine",Bus,0
"Haute-Nendaz, bif.Le Déserteur",Bus,0
"Haute-Nendaz, station/poste",Bus,0
"Haute-Nendaz, bif. Pattier",Bus,0
"Haute-Nendaz, La Crettaz",Bus,0
"Haute-Nendaz, Chalet Dardel",Bus,0
"Haute-Nendaz, église",Bus,0
"Sornard (Nendaz), Iggier",Bus,0
"Sornard (Nendaz), Le Mihi",Bus,0
"Sornard (Nendaz), village",Bus,0
"Basse-Nendaz, Bouillet",Bus,0
"Basse-Nendaz, Saclentz",Bus,0
"Beuson (Nendaz), bif.Veysonnaz",Bus,0
Siviez (Super-Nendaz),Bus,0
"Haute-Nendaz, bif. Planchouet",Bus,0
Lavanthier,Bus,0
"Haute-Nendaz, Chapelle-Bleusy",Bus,0
"Les Collons, Office Tourisme",Bus,0
"Les Collons, Trabanta",Bus,0
Thyon 2000,Bus,0
"Les Masses, Darbelenne",Bus,0
"Les Masses, La Brecca",Bus,0
"Les Masses, Chémô",Bus,0
"Les Masses, télésiège",Bus,0
"Les Masses, centre",Bus,0
"Les Masses, Ferme Pédagogique",Bus,0
Hérémence,Bus,0
Prolin,Bus,0
Mâche,Bus,0
Prapperot,Bus,0
Léteygeon,Bus,0
"Dixence, Le Chargeur",Bus,0
Méribé,Bus,0
"Pralong, (Val d'Hérémence)",Bus,0
"Euseigne, Les Grangettes",Bus,0
"Euseigne, la Combaz",Bus,0
"Euseigne, Pont de Sauterot",Bus,0
"Euseigne, Pyramides d'Euseigne",Bus,0
"Euseigne, village",Bus,0
"Euseigne, bif. Mâche",Bus,0
La Luette,Bus,0
"Euseigne, Ritzé",Bus,0
"Praz-Jean VS, village",Bus,0
"St-Martin VS, Liez",Bus,0
"Praz-Jean VS, Stand Mourty",Bus,0
"Evolène, La Villettaz",Bus,0
"St-Martin VS, église",Bus,0
"Evolène, Planchet",Bus,0
"Evolène, Les Flantzes",Bus,0
"Evolène, Village",Bus,0
"Evolène, Route de Lannaz",Bus,0
"Evolène, La Fauchère",Bus,0
La Tour,Bus,0
"Les Haudères, Molignon",Bus,0
"Les Haudères, Praz do Lauc",Bus,0
"Les Haudères, poste",Bus,0
"La Sage, Plan de Boë",Bus,0
"Les Haudères, Pralovin",Bus,0
"La Sage, Taillau",Bus,0
"Les Haudères, Farquèses",Bus,0
"Arolla, poste",Bus,0
"Arolla, Magine",Bus,0
"Arolla, Mt-Collon",Bus,0
"Arolla, La Monta",Bus,0
"Arolla, Pramousse",Bus,0
"Arolla, Satarma",Bus,0
"Arolla, La Gouille",Bus,0
"Les Haudères, Les Juttes",Bus,0
"Les Haudères, La Coutaz",Bus,0
"La Sage, village",Bus,0
"La Sage, Col-de-la-Forclaz",Bus,0
"La Sage, Plan de la Sage",Bus,0
La Forclaz VS,Bus,0
"La Sage, Borza",Bus,0
"La Sage, Villaz",Bus,0
"La Sage, Sépey",Bus,0
"La Sage, Prafleuri",Bus,0
Ferpècle,Bus,0
Fontany,Bus,0
"Vernamiège, bif.",Bus,0
"Nax, poste",Bus,0
"Vernamiège, Les Prixes",Bus,0
"Nax, piscine",Bus,0
"Vernamiège, Fond-Ville",Bus,0
"Nax, La Crettaz",Bus,0
"Nax, Espace Mont-Noble",Bus,0
"Mase, Les Terresses",Bus,0
"St-Martin VS, poste",Bus,0
"St-Martin VS, centre",Bus,0
"Suen, Sud",Bus,0
"Suen, centre",Bus,0
"Trogne, centre",Bus,0
"Trogne, d'Enhaut",Bus,0
"Suen, Les Grands Praz",Bus,0
"Mase, La Fougère",Bus,0
"Mase, village",Bus,0
"Mase, église",Bus,0
"Eison, La Crettaz",Bus,0
"Eison, Proveric",Bus,0
"Eison, village",Bus,0
"Eison, Felliny",Bus,0
"Vernamiège, village",Bus,0
"Nax, La Scie",Bus,0
"Mayens-de-Nax, télésiège",Bus,0
"Isérables, Auddes",Bus,0
"Riddes, Les Combes",Bus,0
"Isérables, église",Bus,0
"Isérables, parc",Bus,0
"Isérables, Les Chenevieres",Bus,0
"La Tzoumaz, Le Home",Bus,0
"La Tzoumaz, Villy",Bus,0
"La Tzoumaz, Som de Proz",Bus,0
"La Tzoumaz, Le Belochet",Bus,0
"La Tzoumaz, Larzine",Bus,0
"La Tzoumaz, Les Crus",Bus,0
"La Tzoumaz, Place de l'Ours",Bus,0
"La Tzoumaz, centre",Bus,0
"La Tzoumaz, télécabine",Bus,0
"Uvrier, Diva",Bus,0
"Uvrier, sud",Bus,0
"Grône, poste",Bus,0
"St-Léonard, centre",Bus,0
"Uvrier, Lienne",Bus,0
"Grône, écoles",Bus,0
Itravers,Bus,0
Loye,Bus,0
"St-Léonard, Le Lac",Bus,0
"Uvrier, Le Pont",Bus,0
"Noës, Ecole",Bus,0
"Sierre, Plantassage",Bus,0
"Noës, Champsabé",Bus,0
"Sierre, Potence",Bus,0
"Sierre, Ehâla",Bus,0
"Sierre, Rossfeld",Bus,0
"Sierre, Les Tours",Bus,0
"Sierre, Glariers",Bus,0
"Sierre, Bonne Eau",Bus,0
"Sierre, Liddes",Bus,0
"Sierre, Beaulieu",Bus,0
"Sierre, Beau-Site",Bus,0
"Sierre, Ste-Croix",Bus,0
"Sierre, poste/gare",Bus,0
"Sierre, Hôtel de Ville - CFF",Bus,0
"Sierre, Sainte-Croix",Bus,0
"Sierre, Home Beaulieu",Bus,0
"Sierre, Orzival",Bus,0
"Sierre, Le Bourgeois",Bus,0
"Sierre, Hôpital",Bus,0
"Sierre, Chemin des Pins",Bus,0
"Sierre, Le Bourgeois Nord",Bus,0
"Sierre, Placette",Bus,0
"Chippis, poste",Bus,0
"Veyras, Pontet",Bus,0
"Sierre, Borsuat",Bus,0
"Sierre, Maison Rouge",Bus,0
"Sierre, Notre-Dame-de-Lourdes",Bus,0
"Sierre, Riondaz",Bus,0
"Sierre, Glarey",Bus,0
"Sierre, Pilette",Bus,0
"Sierre, Stand",Bus,0
"Sierre, Piscine Guillamo",Bus,0
"Sierre, Roussier",Bus,0
"Sierre, Ile Falcon",Bus,0
"Sierre, Maison Rose",Bus,0
"Veyras, Fontanettes",Bus,0
"Sierre, Longs-Prés",Bus,0
"Loc, bif.",Bus,0
"Sierre, Tservetta",Bus,0
"Sierre, Muraz Riondaz",Bus,0
"Sierre, Muraz Ecole",Bus,0
"Sierre, Muraz Funi",Bus,0
"Corin-de-la-Crête, village",Bus,0
Loc,Bus,0
"Sierre, Techno-Pôle",Bus,0
"Sierre, Sous-Géronde",Bus,0
"Sierre, Oasis",Bus,0
"Sierre, Petit Lac",Bus,0
"Salgesch, Swiss-Plage",Bus,0
"Sierre, Plantzette Clinique",Bus,0
"Sierre, Itagne",Bus,0
"Sierre, Parc de Finges",Bus,0
"Sierre, TechnoArk",Bus,0
"Salgesch, Bahnhof",Bus,0
"Sierre, Devin",Bus,0
"Sierre, Bois-de-Finges",Bus,0
"Chalais, téléphérique",Bus,0
"Noës, village",Bus,0
"Chippis, Eaux-Vives",Bus,0
"Chippis, maison bourgeoisiale",Bus,0
"Veyras, Muzot",Bus,0
"Venthône, Anchettes",Bus,0
"Venthône, village",Bus,0
"Chalais, poste",Bus,0
"Chalais, Les Zittes",Bus,0
"Granges VS, Grand Canal",Bus,0
"Réchy, centre",Bus,0
"Brie, Chalais",Bus,0
"Chalais, Les Noyers",Bus,0
"Granges VS, Crêtelongue",Bus,0
"Brie, bif. Chippis",Bus,0
"Réchy, village",Bus,0
"Granges VS, Pissiour",Bus,0
"Lens, Vaas-d'en-Bas",Bus,0
"Erdesson, bif.",Bus,0
"Montana, Barzettes",Bus,0
"Montana, Violettes",Bus,0
"Montana, Clairière",Bus,0
"Montana, Clinique Lucernoise",Bus,0
"Montana, Etoile",Bus,0
"Montana, Plumachit",Bus,0
Aminona,Bus,0
"Montana, gare",Bus,0
"Montana, Comba",Bus,0
"Montana, Pradouvan",Bus,0
"Montana, Albert I",Bus,0
"Montana, Primeroses",Bus,0
Les Briesses,Bus,0
"Montana, Grand Signal",Bus,0
"Montana, Centre Moubra",Bus,0
"Crans-s.-S., bif.Route du Golf",Bus,0
"Montana, bif. Centre Valaisan",Bus,0
"Montana, Centre Valaisan",Bus,0
"Montana, Rèsidence Forêt",Bus,0
"Crans-s.-S., Sporting",Bus,0
"Crans-s.-S., Etang Long",Bus,0
"Crans-s.-S., Vernaziet",Bus,0
"Crans-s.-S., Pirazilina",Bus,0
"Crans-s.-S., Rive du Golf",Bus,0
"Crans-s.-S., Crans Forest",Bus,0
"Montana, Maison Général Guisan",Bus,0
"Montana, village",Bus,0
"Chermignon, Maze",Bus,0
"Ollon VS, bif. Valençon",Bus,0
"Ollon VS, village",Bus,0
"Ollon VS, bif.",Bus,0
"Corin-de-la-Crête, Corinna",Bus,0
"Veyras, Signèse",Bus,0
"Miège, église",Bus,0
"Venthône, Rétana",Bus,0
"Miège, Les Vergers",Bus,0
"Mollens VS, Panorama",Bus,0
"Mollens VS, St-Maurice-Laques",Bus,0
Mollens VS,Bus,0
"Mollens VS, bif. Aminona",Bus,0
"Randogne, La Côte",Bus,0
"Randogne, village",Bus,0
"Randogne, centre scolaire",Bus,0
"Bluche, village",Bus,0
"Flanthey, poste",Bus,0
"Flanthey, rte de Valençon",Bus,0
"Lens, Oasis",Bus,0
"Montana, Vermala Soleil",Bus,0
"Montana, Vermala Centre",Bus,0
"Montana, Vermala Cervin",Bus,0
"Montana, Lac Moubra",Bus,0
"Montana, Sur Moubra",Bus,0
"Crans-s.-S., Plans Mayens",Bus,0
"Vercorin, poste",Bus,0
Vercorin TVCM,Bus,0
"Vercorin, Vallon de Crouja",Bus,0
"Vissoie, poste",Bus,0
Mayoux,Bus,0
Fang,Bus,0
"Vissoie, Les Morands",Bus,0
"Vissoie, les Rotzecs",Bus,0
"Vissoie, Mayoux-Frasses",Bus,0
"St-Jean VS, village",Bus,0
"Vissoie, Les Barmes",Bus,0
"Ayer, Cuimey",Bus,0
"St-Luc, Chemin des Caïds",Bus,0
Les Pontis,Bus,0
"Niouc, Les Saints Innocents",Bus,0
"Niouc, village",Bus,0
"Sierre, Sentier de Chippis",Bus,0
"Vissoie, Pinsec-village",Bus,0
"Grimentz, Les Fioz",Bus,0
"Grimentz, les Aires",Bus,0
"Grimentz, Roua",Bus,0
"Grimentz, Carovilla",Bus,0
"Grimentz, poste",Bus,0
"Ayer, Les Morasses",Bus,0
"Grimentz, télécabine",Bus,0
Mottec,Bus,0
"Ayer, Les Grands Praz",Bus,0
"Grimentz, Le Boccard",Bus,0
"Grimentz, Morette",Bus,0
"Moiry VS, barrage",Bus,0
"Moiry VS, glacier",Bus,0
"Grimentz, Torrent",Bus,0
"Zinal, village de vacances",Bus,0
"Zinal, poste",Bus,0
"Zinal, Le Bouillet",Bus,0
"Zinal, Pralong",Bus,0
"Ayer, anc. poste",Bus,0
"Ayer, Prarrayer",Bus,0
"Ayer, Blanche Pierre",Bus,0
"Ayer, Val d'Uccle",Bus,0
Mission,Bus,0
"Chandolin, poste",Bus,0
"Chandolin, Les Litettes",Bus,0
"Chandolin, télésiège",Bus,0
"St-Luc, La Forêt",Bus,0
"St-Luc, Tsampetros",Bus,0
"St-Luc, Bella Tola",Bus,0
"St-Luc, poste",Bus,0
"St-Luc, Beausite",Bus,0
"St-Luc, Zattelet",Bus,0
"Vissoie, Pinsec-Teinda",Bus,0
"Vercorin, Les Giettes",Bus,0
"Salgesch, Post",Bus,0
"Leuk, Bahnhof",Bus,0
"Varen, Frayen",Bus,0
"Leuk, Stadt",Bus,0
"Leuk, Hammerschmiede",Bus,0
"Susten b. Leuk, Schule",Bus,0
"Agarn, Abzw. St. Josefheim",Bus,0
Gampinen,Bus,0
"Leuk, Pfyngut",Bus,0
"Leuk, Pfynwald Ermitage",Bus,0
"Agarn, Dorf",Bus,0
"Varen, Deliry",Bus,0
"Leuk, Abzw. Erschmatt",Bus,0
Leukerbad,Bus,0
"Leukerbad, Briggu",Bus,0
"Leukerbad, Lochwald",Bus,0
"Leukerbad, Birchen",Bus,0
"Albinenleitern, Flaschen",Bus,0
"Inden, Russengraben",Bus,0
Inden,Bus,0
Rumeling,Bus,0
Tschingeren,Bus,0
"Leuk, St. Barbara",Bus,0
"Leuk, Abzw. Guttet",Bus,0
"Leuk, Brentjong",Bus,0
"Leuk, Lichten",Bus,0
Thel,Bus,0
"Leuk, Rotafen",Bus,0
Durannen,Bus,0
"Leuk, Kreuzmatten",Bus,0
"Gampinen, Kreuzung Agarn",Bus,0
Briannen,Bus,0
"Turtmann, Soleil",Bus,0
"Turtmann, Bini",Bus,0
"Turtmann, Seilbahn LTUO",Bus,0
Thel Feriendorf,Bus,0
"Guttet, Grächmatten",Bus,0
"Albinen, Panorama",Bus,0
"Guttet, Amarona",Bus,0
"Albinen, Rhodania",Bus,0
"Albinen, Post",Bus,0
"Albinen, Schreinerei",Bus,0
"Albinen, Schwelli",Bus,0
Wiler (Feschel-Guttet),Bus,0
"Guttet, Dorf",Bus,0
Feschel,Bus,0
"Guttet, Abzw. Umfahrung",Bus,0
"Bratsch, Dorf",Bus,0
"Erschmatt, Kreuzmatten",Bus,0
"Erschmatt, Dorf",Bus,0
"Leuk, Kaplaneimatte",Bus,0
"Feithieren, Ober",Bus,0
"Feithieren, Unter",Bus,0
"Ergisch, Dorf",Bus,0
Tuminen,Bus,0
"Turtmann, Bahnhof",Bus,0
"Turtmann, Abzw. Bahnhof",Bus,0
"Obergetwing, Rottenbrücke",Bus,0
"Albinenleitern, Abzw. Flaschen",Bus,0
"Albinen, Dorben",Bus,0
"Leukerbad, Bahnhof",Bus,0
"Leukerbad, City",Bus,0
"Leukerbad, Therme/Rehazentrum",Bus,0
"Leukerbad, Schulen",Bus,0
"Leukerbad, Bristol",Bus,0
"Leukerbad, Gemmi-Bahnen",Bus,0
"Leukerbad, La Bohème",Bus,0
"Leukerbad, Diana",Bus,0
"Leukerbad, Obere Maressen",Bus,0
"Leukerbad, Lärchenwald",Bus,0
"Leukerbad, Torrent-Bahnen",Bus,0
"Niedergampel,Zivilschutzanlage",Bus,0
"Gampel, Burketen",Bus,0
"Gampel-Steg, Bahnhof",Bus,0
"Gampel, Talstation LGJ",Bus,0
"Gampel, Zentrum",Bus,0
"Gampel, Dorf",Bus,0
"Steg VS, Zanellahaus",Bus,0
"Gampel, Schulhaus",Bus,0
"Steg VS, Kirche",Bus,0
"Steg VS, Zentrum Metropol",Bus,0
"Steg VS, Feldegg",Bus,0
"Steg VS, Bäckerei",Bus,0
"Niedergesteln, Weiderli",Bus,0
"Steg VS, Hallenbad",Bus,0
"Steg VS, Industriezone",Bus,0
"Steg VS, Eggi",Bus,0
"Niedergesteln, Industrie",Bus,0
"Niedergesteln, Kiesfang",Bus,0
Turtig,Bus,0
"Steg VS, Sand",Bus,0
"Niedergesteln, Wannumoos",Bus,0
"Niedergesteln, Gesch",Bus,0
"Raron, Kanalstrasse",Bus,0
"Visp, Pomona West",Bus,0
"Raron, Industrie",Bus,0
"Raron, Bahnhof",Bus,0
"Raron, Schulhaus",Bus,0
"Raron, Dorf",Bus,0
"Visp, West",Bus,0
"Raron, Bodmereia",Bus,0
"Visp, Sportplatz",Bus,0
"Visp, Hohlegasse",Bus,0
"St. Niklaus VS, Sand",Bus,0
Rittinen,Bus,0
"Visp, Staldbach",Bus,0
"Stalden-Saas, Bahnhof",Bus,0
"Visp, Schwimmbad",Bus,0
"Visp, Fassji",Bus,0
"Visp, Kleegärten",Bus,0
"Baltschieder, Kumme",Bus,0
"Visp, Spital",Bus,0
"Visp, Friedhof",Bus,0
"Visp, Schlüsselacker",Bus,0
"St. Niklaus VS, Feuerwehrlokal",Bus,0
"St. Niklaus VS, Bord",Bus,0
"St. Niklaus VS, Altersheim",Bus,0
"St. Niklaus VS, Riedacker",Bus,0
"St. Niklaus VS, Meiggern",Bus,0
"Visp, Seewjini",Bus,0
"Visp, Stundhaus",Bus,0
"Stalden VS, Stahlen",Bus,0
"Stalden VS, Rebwyer",Bus,0
"St. German, Dorfplatz",Bus,0
"Saas-Grund, Post",Bus,0
"Saas-Grund, Niwi",Bus,0
"Saas-Grund, Parkplatz Bergbahn",Bus,0
"Saas-Grund, Bergbahnen",Bus,0
"Saas-Fee, Fluh",Bus,0
"Saas-Grund, Altersheim",Bus,0
"Saas-Grund, Unter dem Berg",Bus,0
"Saas-Fee, Wildi",Bus,0
Tamatten,Bus,0
Bidermatten,Bus,0
"Saas-Balen, Edelweiss",Bus,0
"Saas-Balen, Dorf",Bus,0
"Saas-Balen, zur kl. Kapelle",Bus,0
Niedergut,Bus,0
"Eisten, Zum Tann",Bus,0
"Eisten, Bodenbrücke",Bus,0
Huteggen,Bus,0
"Eisten, Ahorn",Bus,0
"Eisten, Randfluh",Bus,0
"Eisten, Zen Eisten",Bus,0
"Eisten, Post",Bus,0
"Eisten, Fluhbalmen",Bus,0
"Eisten, Raftgarten",Bus,0
Resti,Bus,0
"Stalden VS, Pollern",Bus,0
"Stalden VS, Bärgji",Bus,0
"Stalden VS, Illas",Bus,0
"Stalden VS, Weng",Bus,0
"Stalden VS, Merjen",Bus,0
"Stalden VS, Ackersand/Post",Bus,0
"Lalden, Dorf",Bus,0
"Brigerbad, Mittagsfluh",Bus,0
"Eyholz, Post",Bus,0
"Eyholz, Brücke",Bus,0
"Eyholz, Abzw. Lalden",Bus,0
Neubrück VS,Bus,0
"Stalden VS, Mühlackern",Bus,0
"Saas-Fee, Busterminal",Bus,0
"Brigerbad, Dorf",Bus,0
"Saas-Almagell, Post",Bus,0
"Saas-Almagell, Lehn",Bus,0
"Saas-Almagell, Sportplatz",Bus,0
"Saas-Almagell, Alpien",Bus,0
"Saas-Almagell, Waldegg",Bus,0
"Saas-Almagell, Zermeiggern",Bus,0
"Saas-Almagell, Eienalp",Bus,0
Mattmark,Bus,0
"Saas-Grund, Zenlauinen",Bus,0
"Saas-Grund, untere Brücke",Bus,0
"Saas-Grund, Unter den Bodmen",Bus,0
"Stalden VS, Grossacker",Bus,0
"Stalden VS, Mühlebach",Bus,0
"Stalden VS, Walchgraben",Bus,0
"Törbel, Brunnen",Bus,0
"Törbel, Chämbricheer",Bus,0
"Törbel, Oberbrunnen",Bus,0
"Törbel, Bachtoli",Bus,0
"Törbel, Sportplatz",Bus,0
"Törbel, Unterflüh",Bus,0
"Törbel, Burgen",Bus,0
"Törbel, Leischa",Bus,0
"Törbel, Post",Bus,0
"Törbel, Halmern",Bus,0
"Törbel, Oberdorf",Bus,0
"Törbel, Ueberfeld",Bus,0
"Törbel, Furen",Bus,0
"Törbel, Furenmatten",Bus,0
"Törbel, Abzw. Zeneggen",Bus,0
"Törbel, Bina",Bus,0
"Törbel, Site",Bus,0
"Törbel, Zen Springen",Bus,0
"Törbel, Eischbiel",Bus,0
"Z'Nivu, Skilift",Bus,0
"Törbel, Treichelboden",Bus,0
Moosalp,Bus,0
"Bürchen, Rest. Panorama",Bus,0
"Bürchen, Bürchneralp",Bus,0
"Baltschieder, Erb",Bus,0
"Baltschieder, Cavallo",Bus,0
"Eggerberg, Windegg",Bus,0
"Baltschieder, Kreuzmatte",Bus,0
"Baltschieder, Post",Bus,0
"Baltschieder, Hof",Bus,0
"Ausserberg, Chronufluo",Bus,0
"Ausserberg, Abzw. St. German",Bus,0
"Ausserberg, Dorf",Bus,0
"Ausserberg, Distern",Bus,0
"Ausserberg, Stapfa",Bus,0
"Ausserberg, Bahnhof",Bus,0
"Ausserberg, Hohtenn",Bus,0
"Ausserberg, Brandenhütten",Bus,0
"Ausserberg, Giblätt",Bus,0
"Visp, Tschill",Bus,0
"Visperterminen, Toppi",Bus,0
"Eggerberg, Eggen",Bus,0
"Eggerberg, Burg",Bus,0
"Eggerberg, Telli",Bus,0
"Eggerberg, Hohwang",Bus,0
"Eggerberg, Stärruacker",Bus,0
"Eggerberg, Schmitta",Bus,0
"Eggerberg, Wyer",Bus,0
"Eggerberg, Sulzacker",Bus,0
"Eggerberg, Finnen",Bus,0
"Eggerberg, Berg",Bus,0
"Eggerberg, Engeruhüs",Bus,0
"Eggerberg, Kummelti",Bus,0
"Eggerberg, Dorf",Bus,0
"Eggerberg, Mühlackern",Bus,0
"Eggerberg, Schliecht",Bus,0
"Eggerberg, Weitmatten",Bus,0
"Visperterminen, Bächji",Bus,0
"Visperterminen, Unterstalden",Bus,0
"Visperterminen, Chlei Derfji",Bus,0
"Visperterminen, Oberstalden",Bus,0
"Bitzinen, Abzw.",Bus,0
"Visperterminen, Chrizji",Bus,0
Niederhäusern,Bus,0
"Visperterminen, Dorfeingang",Bus,0
"Visperterminen, Schulhaus",Bus,0
"Visperterminen, Busterminal",Bus,0
"Visp, Untere Albe",Bus,0
"Visp, Albe",Bus,0
"Visp, Forsthaus",Bus,0
"Visp, Ried",Bus,0
"Zeneggen, Klettergarten",Bus,0
"Bürchen, Albenwald",Bus,0
Zenstadlen,Bus,0
"Zeneggen, Kirche",Bus,0
"Zeneggen, Bänna",Bus,0
"Zeneggen, Alt Zeneggen",Bus,0
"Zeneggen, Tola",Bus,0
"Zeneggen, Gstei",Bus,0
"Zeneggen, Mittlere Hellela",Bus,0
"Zeneggen, Sonnenberg",Bus,0
"Zeneggen, Schönegg",Bus,0
"Zeneggen, Wicherried",Bus,0
"Zeneggen, Saal",Bus,0
"Zeneggen, Obere Hellela",Bus,0
"Bürchen, Bethania",Bus,0
"Bürchen, Egga",Bus,0
"Bürchen, Diebjen",Bus,0
"Bürchen, Lischweide",Bus,0
"Bürchen, Eischmatten",Bus,0
"Bürchen, Station",Bus,0
"Bürchen, Bürchnerhof",Bus,0
"Bürchen, Ronalp",Bus,0
"Bürchen, Zenhäusern",Bus,0
"Bürchen, Ibri",Bus,0
"Bürchen, Schigarten",Bus,0
"Bürchen, Obscha",Bus,0
"Bürchen, Zum Oberhüs",Bus,0
"Bürchen, Hasel",Bus,0
"Bürchen, Ackermatte",Bus,0
"St. Niklaus VS, Bahnhof",Bus,0
"St. Niklaus VS, Schulhaus",Bus,0
"St. Niklaus VS, Stock",Bus,0
"St. Niklaus VS, Zen-Achern",Bus,0
"St. Niklaus VS, Wichel",Bus,0
"St. Niklaus VS, Rossen",Bus,0
"St. Niklaus VS, Flieltinen",Bus,0
"St. Niklaus VS, Bodmen",Bus,0
Niedergrächen,Bus,0
"Grächen, Fuhrmatten",Bus,0
"Gasenried, Hubeln",Bus,0
"Grächen, Nessien",Bus,0
"Gasenried, Chäschermatte",Bus,0
"Grächen, Stadlen",Bus,0
"Grächen, Binen",Bus,0
"Grächen, Schmidji",Bus,0
"Grächen, Matten",Bus,0
"Grächen, Post",Bus,0
"Gasenried, Erbji",Bus,0
"Gasenried, Post",Bus,0
"St. Niklaus VS, Ballacker",Bus,0
"Herbriggen, Breitmatten",Bus,0
"Herbriggen, Bahnhof",Bus,0
"Herbriggen, Mattsand",Bus,0
"St. Niklaus VS, Biffig",Bus,0
"St. Niklaus VS, Gehri",Bus,0
"Zermatt, ZenStecken",Bus,0
"Zermatt, Kirchbrücke",Bus,0
"Zermatt, Brücke zum Steg",Bus,0
"Zermatt, Matterhorn Talstation",Bus,0
"Zermatt, Vispa",Bus,0
"Zermatt, Luchre",Bus,0
"Zermatt, Getwingbrücke",Bus,0
"Zermatt, Schlüematta",Bus,0
"Zermatt, Spiss",Bus,0
"Zermatt, Wiestiboden",Bus,0
"Zermatt, Bahnhof",Bus,0
"Zermatt, Rothornbahn",Bus,0
"Zermatt, Untere Matten",Bus,0
"Zermatt, Wiestibrücke",Bus,0
"Zermatt, Kapelle Winkelmatten",Bus,0
"Zermatt, Wichje",Bus,0
"Goppenstein, Bahnhof",Bus,0
"Ferden, Schulhaus",Bus,0
"Steg VS, Mittal",Bus,0
"Ferden, Dorf",Bus,0
"Hohtenn, Abzw.",Bus,0
"Kippel, Post",Bus,0
"Kippel, Altersheim",Bus,0
"Wiler (Lötschen), Talstation",Bus,0
"Wiler (Lötschen), Dorf",Bus,0
"Wiler (Lötschen), Gschteinät",Bus,0
Ried (Lötschen),Bus,0
"Blatten (Lötschen), Brücke",Bus,0
"Blatten (Lötschen), Post",Bus,0
"Blatten (Lötschen), Eisten",Bus,0
"Blatten (Lötschen), Kühmad",Bus,0
"Hohtenn, Dorf",Bus,0
"Blatten (Lötschen), Langglets.",Bus,0
Fafleralp,Bus,0
"Morgins, garage communal",Bus,0
"Morgins, poste",Bus,0
"Collombey, Les Neyres Chapelle",Bus,0
"Bitsch, Unners Äbnet",Bus,0
"Bitsch, Sattel",Bus,0
"Bitsch, Baletscha",Bus,0
"Bitsch, Wasen",Bus,0
"Bitsch, Eiche",Bus,0
"Choëx, Les Bessettes",Bus,0
Le Sépey (Monthey),Bus,0
"Choëx, Les Condémines",Bus,0
"Monthey, Champian",Bus,0
La Loëx,Bus,0
"Choëx, Fin de Choëx",Bus,0
"Naters, Moos",Bus,0
"Birgisch, Eiholz",Bus,0
"Blatten b. Naters, Eija",Bus,0
"Blatten b. Naters, Montanara",Bus,0
Schlucht,Bus,0
"Birgisch, Bord",Bus,0
"Birgisch, Brunnuschiirli",Bus,0
"Birgisch, Parkplatz",Bus,0
"Mund, untere Wartfluh",Bus,0
"Mund, Bachtola",Bus,0
"Mund, Kummegga",Bus,0
"Mund, Brunnen",Bus,0
"Mund, Dorf",Bus,0
"Naters, Sengg",Bus,0
"Naters, Bitschji",Bus,0
Geimen,Bus,0
"Naters, Rafji",Bus,0
"Naters, Mehlbaum",Bus,0
"Naters, Ahorn",Bus,0
"Blatten b. Naters, Soll",Bus,0
"Les Giettes, anc. poste",Bus,0
"Les Cerniers, restaurant",Bus,0
"Ried-Brig, Post",Bus,0
"Ried-Brig, Bleiken",Bus,0
"Ried-Brig, Rufigraben",Bus,0
"Ried-Brig, Altersheim",Bus,0
"Ried-Brig, Brei",Bus,0
Schallberg,Bus,0
"Ried-Brig, Biela",Bus,0
"Ried-Brig, Mürini",Bus,0
"Eisten, Ganter",Bus,0
"Termen, Feldgraben",Bus,0
"Ried-Brig, Lauenen",Bus,0
"Eisten, Ganterbrücke",Bus,0
"Berisal, Kehr",Bus,0
"Berisal, Brände",Bus,0
"Berisal, Eggen",Bus,0
"Rothwald, Ganterwald",Bus,0
"Rothwald, Post",Bus,0
Schallbett,Bus,0
"Simplon Pass, Simplonblick",Bus,0
"Simplon Kulm, Bellevue",Bus,0
"Simplon Hospiz, Hospiz",Bus,0
"Simplon, Monte Leone",Bus,0
"Simplon Dorf, Niwen",Bus,0
"Simplon Dorf, Hospiz-Niederalp",Bus,0
Engeloch VS,Bus,0
"Simplon Dorf, Maschihüs",Bus,0
"Simplon Dorf, Eggen",Bus,0
"Simplon Dorf, Blatt",Bus,0
"Simplon Dorf, Post",Bus,0
Gabi (Simplon),Bus,0
"Simplon Dorf, Alte Kaserne",Bus,0
"Gondo, Ramserna",Bus,0
"Iselle, Stazione",Bus,0
"Zwischbergen, Hof",Bus,0
"Zwischbergen, Belleggen",Bus,0
Preglia di Crevoladossola,Bus,0
"Villadossola, Villagio Sisma",Bus,0
