,stop,type
773,"Islisberg, Räbacher",Bus
774,"Arni AG, Stockacker",Bus
775,"Arni AG, Dorf",Bus
776,"Aesch ZH, Heligenmattstrasse",Bus
777,"Oberlunkhofen, Waldegg",Bus
778,"Aesch ZH, Gemeindehaus",Bus
779,"Oberlunkhofen, Dorfplatz",Bus
780,"Oberlunkhofen, Oberdorf",Bus
781,"Jonen, Radmühle",Bus
782,"Unterlunkhofen, Gemeindehaus",Bus
783,"Oberlunkhofen, Kellerämterst.",Bus
784,"Oberlunkhofen, Post",Bus
785,"Jonen, Käppeli",Bus
786,"Rottenschwil, Hecht",Bus
787,"Unterlunkhofen, Breitenäcker",Bus
788,"Jonen, Post",Bus
789,"Jonen, Weingasse",Bus
790,"Ottenbach, Hinterdorf",Bus
791,"Ottenbach, Post",Bus
792,"Ottenbach, Engelwiese",Bus
793,"Ottenbach, Ulmenhof",Bus
794,"Ottenbach, Rigiblick",Bus
795,"Ottenbach, Geeren",Bus
796,"Zwillikon, Lochhof",Bus
797,"Zwillikon, Gemeindeplatz",Bus
798,"Zwillikon, Fehrenbach",Bus
799,"Affoltern a. A., Friedhof",Bus
800,"Affoltern a. A., Bahnhof",Bus
801,"Affoltern a. A., Kronenplatz",Bus
802,"Mettmenstetten, Rennweg",Bus
803,"Affoltern a.A., Moosbach",Bus
804,"Affoltern a. A., Lindenmoos",Bus
805,"Affoltern a. A., Blitzgbach",Bus
806,"Affoltern a. A., Bezirksspital",Bus
807,"Maschwanden, Dorf",Bus
808,"Mettmenstetten, Zentrum",Bus
809,"Mettmenstetten, Schulhaus",Bus
810,"Obfelden, Hirschen",Bus
811,"Obfelden, Bickwil",Bus
812,"Birmensdorf ZH, Aescherstrasse",Bus
813,"Birmensdorf ZH, Zentrum",Bus
814,"Birmensdorf ZH, Bahnhof Süd",Bus
815,"Birmensdorf ZH, Bahnhof",Bus
816,"Birmensdorf ZH, Weissenbrunnen",Bus
817,"Birmensdorf ZH, Altenberg",Bus
818,"Birmensdorf ZH, Untere Risi",Bus
819,"Birmensdorf ZH, Obere Risi",Bus
820,"Birmensdorf ZH, Landikon Bach",Bus
821,"Birmensdorf ZH, Landikon Dorf",Bus
822,"Oberwil-Lieli, Englisächer",Bus
823,"Uitikon, Schlössli",Bus
824,"Birmensdorf ZH, Sternen/WSL",Bus
825,"Muri AG, Bahnhof",Bus
826,"Muri AG, Kreisel",Bus
827,"Muri AG, Marktstrasse",Bus
828,"Muri AG, Egg",Bus
829,"Muri AG, Luzernstrasse",Bus
830,"Muri AG, Kreisspital",Bus
831,"Muri AG, Lindenberg",Bus
832,"Muri AG, Grindelstrasse",Bus
833,"Muri AG, Bachmatten-Schulhaus",Bus
834,"Muri AG, Industriestrasse",Bus
835,"Muri AG, Dorf",Bus
836,"Aristau, Birri",Bus
837,"Merenschwand, Unterrüti",Bus
838,"Aristau, Dorf",Bus
839,"Merenschwand, Hinterdorf",Bus
840,"Aristau, Althäusern",Bus
841,"Merenschwand, Zentrum",Bus
842,Mühlau,Bus
843,"Merenschwand, Unterdorf",Bus
844,"Merenschwand, Allmend Gut",Bus
845,"Rickenbach AG, Zürichstrasse",Bus
846,"Obfelden, Unterlunnern",Bus
847,"Obfelden, Gessnerstrasse",Bus
848,Rickenbach b. Ottenbach,Bus
849,"Maschwanden, Sagi",Bus
850,"Obfelden, alte Post",Bus
851,"Knonau, Uttenberg",Bus
852,"Obfelden, Bachstrasse",Bus
853,"Obfelden, Toussen",Bus
854,Murgenthal,Train
855,Wynigen,Train
856,Lotzwil,Train
857,Hard-Mumenthal,Train
858,Langenthal Industrie Nord,Train
859,"Zufikon, Algier",Bus
860,"Zufikon, Emaus",Bus
861,"Zufikon, Haldenstrasse",Bus
862,"Bremgarten AG, Zelgli",Bus
863,"Zufikon, Volg",Bus
864,"Bremgarten AG, Obertorplatz",Bus
865,"Bremgarten AG, Zufikerstrasse",Bus
866,"Wohlen AG, Bahnhof",Bus
867,"Zufikon, Bachhalde",Bus
868,"Bremgarten AG, Elro",Bus
869,"Bremgarten AG, Waage",Bus
870,"Villmergen, Birkenweg",Bus
871,"Wohlen AG, Freiämterhof",Bus
872,"Wohlen AG, Migros",Bus
873,"Wohlen AG, Coop",Bus
874,"Rottenschwil, Seematten",Bus
875,"Rottenschwil, Kapelle",Bus
876,"Rottenschwil, Rebberg",Bus
877,"Rottenschwil, Abzw.",Bus
878,"Waldegg, Post",Bus
879,"Waldegg, Katholische Kirche",Bus
880,"Uitikon, Halde",Bus
881,"Uitikon, Dorf",Bus
882,"Waldegg, Birmensdorferstrasse",Bus
883,"Uitikon Waldegg, Bahnhof",Bus
884,"Ringlikon, Langwis",Bus
885,"Uitikon, Roracher",Bus
886,"Waldegg, Leuen",Bus
887,"Besenbüren, Dorf",Bus
888,"Besenbüren, Schulhaus",Bus
889,Bellinzona,Train
890,Flüelen,Train
891,Schwyz,Train
892,Biasca,Train
893,Steinen,Train
894,Steinerberg,Train
895,Küssnacht am Rigi,Train
896,Rothenthurm,Train
897,Root D4,Train
898,Klingnau,Train
899,Koblenz,Train
900,Waldshut,Train
901,Koblenz Dorf,Train
902,Tiengen (Hochrhein),Train
903,Dogern (D),Train
904,Lauchringen,Train
905,Albbruck,Train
906,Rietheim,Train
907,Lauchringen West,Train
908,Erzingen (Baden),Train
909,Griessen (Baden),Train
910,Laufenburg (Baden) Ost,Train
911,Bad Zurzach,Train
912,Rekingen AG,Train
913,Mellikon,Train
914,Rümikon AG,Train
915,Oberkirch LU,Train
916,St. Erhard-Knutwil,Train
917,Wauwil,Train
918,Sempach-Neuenkirch,Train
919,Walterswil-Striegel,Train
920,Dagmersellen,Train
921,"Glashütten, Kirche",Bus
922,"Murgenthal, Gadligen",Bus
923,"Murgenthal, Hohwart",Bus
924,"Murgenthal, Fahracker",Bus
925,"Murgenthal, Bahnhof",Bus
926,"Murgenthal, Post",Bus
927,"Murgenthal, Gemeindehaus",Bus
928,"Murgenthal, Moosmatt",Bus
929,"Murgenthal, Garage Rickli",Bus
930,"Rothrist, Hungerzelg",Bus
931,"Rothrist, Neue Industriestr.",Bus
932,"Rothrist, Oberwil",Bus
933,"Rothrist, Weier",Bus
934,"Rothrist, Brunnhalde",Bus
935,"Rothrist, Gemeindehaus",Bus
936,"Aarburg, Längacker",Bus
937,"Rothrist, Rössli",Bus
938,"Rothrist, Flecken",Bus
939,"Rothrist, Schwimmbad",Bus
940,"Rothrist, Gländ",Bus
941,"Oftringen, Lerchenfeld",Bus
942,"Zofingen, Industrie Brühl",Bus
943,"Zofingen, Bleiche",Bus
944,"Zofingen, Wässermattenweg",Bus
945,"Zofingen, Mühlewiese",Bus
946,"Strengelbach, Schürliweg",Bus
947,"Baden, Baregg",Bus
948,"Fislisbach, Sportanlage Esp",Bus
949,"Fislisbach, Alterszentrum",Bus
950,"Fislisbach, Monopol",Bus
951,"Fislisbach, Gemeindehaus",Bus
952,"Fislisbach, Post",Bus
953,"Fislisbach, Dorfstrasse",Bus
954,"Fislisbach, Niederrohrdorferst",Bus
955,"Fislisbach, Steinäcker",Bus
956,"Mellingen Heitersberg, Bahnhof",Bus
957,"Niederrohrdorf, Welschland",Bus
958,"Niederrohrdorf, Oberdorf",Bus
959,"Niederrohrdorf, Hiltimatt",Bus
960,"Niederrohrdorf, Vogelrüti",Bus
961,"Oberrohrdorf, Friedhof",Bus
962,"Niederrohrdorf, Fohrhölzli",Bus
963,"Oberrohrdorf, Staretschwil",Bus
964,"Oberrohrdorf, Brüggliacher",Bus
965,"Oberrohrdorf, Post",Bus
966,"Oberrohrdorf, Im Feld",Bus
967,"Remetschwil, Dorf",Bus
968,"Bellikon, Abzw. Hausen",Bus
969,"Remetschwil, Garage",Bus
970,"Widen, Imbismatt",Bus
971,"Widen, Dorf",Bus
972,"Berikon, Kirche",Bus
973,"Busslingen, Hüsler",Bus
974,"Busslingen, Stetterstrasse",Bus
975,"Stetten AG, Dörndler",Bus
976,"Stetten AG, Künterstrasse",Bus
977,"Künten, Post",Bus
978,"Stetten AG, Klosterfeld",Bus
979,"Stetten AG, Dorfplatz",Bus
980,"Künten, Gried",Bus
981,"Niederwil AG, Gnadenthal",Bus
982,"Stetten AG, Mellingerstrasse",Bus
983,"Eggenwil, Dorfplatz",Bus
984,"Berikon, Mattenhof",Bus
985,"Oberwil-Lieli, Oberwil Post",Bus
986,"Mellingen, Meierhofer",Bus
987,"Mellingen, Krone",Bus
988,"Baden, Rütihof Haberacher",Bus
989,"Baden, Rütihof Bohnacker",Bus
990,"Mellingen, Lindenplatz",Bus
991,"Niederwil AG, Post",Bus
992,"Nesselnbach, Mitteldorf",Bus
993,"Fischbach-Göslikon, Kirchenack",Bus
994,"Wohlen AG, Sonnezyt",Bus
995,"Nesselnbach, Unterdorf",Bus
996,"Fischbach-Göslikon, Reusstal",Bus
997,"Wohlen AG, Allmenweg",Bus
998,"Tägerig, Weidhof",Bus
999,"Tägerig, Dorfzentrum",Bus
1000,"Tägerig, Grüt",Bus
1001,"Mellingen, Gheid",Bus
1002,"Mellingen, Friedhof",Bus
1003,"Wohlenschwil, Mühlematten",Bus
1004,"Mellingen, Geerig",Bus
1005,"Mägenwil, Eckwil",Bus
1006,"Wohlenschwil, Zentrum",Bus
1007,"Büblikon, Rössli",Bus
1008,"Büblikon, Reusstal",Bus
1009,"Mellingen, Stetterstrasse",Bus
1010,"Birrhard, Usserdorf",Bus
1011,"Niederrohrdorf, Holzrüti",Bus
1012,"Birrhard, Gemeindehaus",Bus
1013,"Scherz, Dorfplatz",Bus
1014,"Birr, Bahnhof",Bus
1015,"Bremgarten AG, Fischbacherstr.",Bus
1016,"Bremgarten AG, West",Bus
1017,"Wohlen AG, Haldenschulen",Bus
1018,"Bremgarten AG, Meyerhof",Bus
1019,"Fischbach-Göslikon, Sternen",Bus
1020,"Staffeln AG, Gass",Bus
1021,"Hermetschwil, Kloster",Bus
1022,"Wohlen AG, Bünzstrasse",Bus
1023,"Wohlen AG, Manor",Bus
1024,"Wohlen AG, obere Haldenstrasse",Bus
1025,"Fischbach-Göslikon, Zentrum",Bus
1026,"Mägenwil, Gewerbepark",Bus
1027,"Mägenwil, Dorf",Bus
1028,"Brunegg, Arena",Bus
1029,"Othmarsingen, Bahnhof",Bus
1030,"Mägenwil, Post",Bus
1031,"Brunegg, Industriestrasse",Bus
1032,"Mägenwil, Electrolux",Bus
1033,"Othmarsingen, Rössli",Bus
1034,"Othmarsingen, Bahnhofstrasse",Bus
1035,"Mägenwil, Bahnhof",Bus
1036,"Dättwil AG, Kantonsspital",Bus
1037,"Baden, Rütihof Moosstrasse",Bus
1038,"Birmenstorf AG, Chrüz",Bus
1039,"Baden, Dättwil Dorf",Bus
1040,"Villmergen, Feldblumenweg",Bus
1041,"Villmergen, Bullenberg",Bus
1042,"Wohlen AG, Kirchenplatz",Bus
1043,"Wohlen AG, Postplatz",Bus
1044,"Wohlen AG, Ringstrasse",Bus
1045,"Wohlen AG, Bünzmattschulen",Bus
1046,"Wohlen AG, Freihofweg",Bus
1047,"Wohlen AG, Jurastrasse",Bus
1048,"Wohlen AG, Gemeindehaus",Bus
1049,"Wohlen AG, Industriestrasse",Bus
1050,"Wohlen AG, Sportanlagen",Bus
1051,"Wohlen AG, Litzibuech",Bus
1052,"Wohlen AG, Allmend",Bus
1053,"Wohlen AG, Nordstrasse",Bus
1054,"Wohlen AG, Kapellmatt",Bus
1055,"Wohlen AG, Schützenmatt",Bus
1056,"Wohlen AG, Kantonsschule",Bus
1057,"Wohlen AG, Rebbergstrasse",Bus
1058,"Zufikon, Schulanlage",Bus
1059,"Staffeln AG, Schulhaus",Bus
1060,"Hermetschwil, alte Post",Bus
1061,"Meisterschwanden, Schulhaus",Bus
1062,"Meisterschwanden, Delphinweg",Bus
1063,"Meisterschwanden, Post",Bus
1064,"Tennwil, Strandbad",Bus
1065,"Fahrwangen, Bahnhof",Bus
1066,Tennwil,Bus
1067,Bettwil,Bus
1068,"Fahrwangen, Bärenplatz",Bus
1069,"Fahrwangen, Spitzacker",Bus
1070,"Sarmenstorf, Fahrwangerstrasse",Bus
1071,"Hilfikon, Sandbüel",Bus
1072,"Sarmenstorf, Schulhaus",Bus
1073,"Sarmenstorf, Vorstadt",Bus
1074,"Hilfikon, Dorf",Bus
1075,"Sarmenstorf, Kirche",Bus
1076,"Sarmenstorf, Altersheim",Bus
1077,"Villmergen, Oberdorf",Bus
1078,"Villmergen, Zentrum",Bus
1079,"Villmergen, Wohlerstrasse",Bus
1080,"Villmergen, Schulzentrum Hof",Bus
1081,"Villmergen, Bündtenstrasse",Bus
1082,"Wohlen AG, Rigistrasse",Bus
1083,"Wohlen AG, Wehrlistrasse",Bus
1084,"Wohlen AG, Turmstrasse",Bus
1085,"Wohlen AG, Rösslimatt",Bus
1086,"Wohlen AG, Freiämterstrasse",Bus
1087,"Wohlen AG, Friedhof",Bus
1088,"Waltenschwil, Maiächer",Bus
1089,"Waltenschwil, Hofmatten",Bus
1090,"Waltenschwil, Zentrum",Bus
1091,"Waltenschwil, altes Schulhaus",Bus
1092,"Waltenschwil, Hessel",Bus
1093,"Waldhäusern AG, Burehof",Bus
1094,"Bünzen, Freienhof",Bus
1095,"Uezwil, Waage",Bus
1096,"Uezwil, im Letten",Bus
1097,"Büttikon AG, Oberdorf",Bus
1098,"Büttikon AG, Brunnächer",Bus
1099,"Büttikon AG, Brünishalden",Bus
1100,"Büttikon AG, Rossweid",Bus
1101,"Wohlen AG, Harzer",Bus
1102,"Wohlen AG, Büttikerstrasse",Bus
1103,"Wohlen AG, Brühlmattstrasse",Bus
1104,"Wohlen AG, Brünismatt",Bus
1105,"Wohlen AG, untere Farnbühlstr.",Bus
1106,"Wohlen AG, Dammweg",Bus
1107,"Wohlen AG, Gewerbering",Bus
1108,"Wohlen AG, Altersheim Bifang",Bus
1109,"Wohlen AG, Stegmatt",Bus
1110,"Buttwil, Schule",Bus
1111,"Buttwil, Handlung Bartlome",Bus
1112,"Buttwil, Weinmatten",Bus
1113,"Geltwil, Dorf",Bus
1114,"Muri AG, im Roos",Bus
1115,"Geltwil, Schulhaus",Bus
1116,"Muri AG, Grüth",Bus
1117,"Geltwil, Isenbergschwil",Bus
1118,"Benzenschwil, Bahnhof",Bus
1119,"Muri AG, Industriegebiet",Bus
1120,"Beinwil (Freiamt), Unterdorf",Bus
1121,"Wallenschwil, Weiler",Bus
1122,"Rüstenschwil, Kreuzung",Bus
1123,"Beinwil (Freiamt), Dorf",Bus
1124,"Beinwil (Freiamt), Ab.Winters.",Bus
1125,"Auw, Mitteldorf",Bus
1126,"Brunnwil, Weiler",Bus
1127,"Sins, Bachtal",Bus
1128,"Auw, Oberdorf",Bus
1129,"Auw, Unterdorf",Bus
1130,"Hägglingen, Altersheim",Bus
1131,"Hägglingen, Schulhaus",Bus
1132,"Hägglingen, Huematten",Bus
1133,"Hägglingen, Mitteldorf",Bus
1134,"Hägglingen, Dottikerstrasse",Bus
1135,"Hägglingen, Dorfmatten",Bus
1136,"Dottikon, Sternenplatz",Bus
1137,"Dottikon, Bergstrasse",Bus
1138,"Dottikon, Alterswohnheim",Bus
1139,"Dottikon, Gemeindehaus",Bus
1140,"Dottikon, Lehmhof",Bus
1141,"Dottikon, Chrischona",Bus
1142,"Anglikon, Zentrum",Bus
1143,"Wohlen AG, Rainmattstrasse",Bus
1144,"Anglikon, Bursthalde",Bus
1145,"Wohlen AG, Vogelsang",Bus
1146,"Anglikon, Kesselackerstrasse",Bus
1147,"Anglikon, Knobelstrasse",Bus
1148,"Wohlen AG, Rigacker",Bus
1149,"Villmergen, Unterzelg",Bus
1150,"Dintikon, Schule",Bus
1151,"Dintikon, Oberdorf",Bus
1152,"Dintikon, Post",Bus
1153,"Dintikon, Ammerswilerstrasse",Bus
1154,"Dintikon, Dorfstrasse",Bus
1155,"Ammerswil AG, Kirche",Bus
1156,"Dottikon, Güterstrasse",Bus
1157,"Dottikon-Dintikon, Bahnhof",Bus
1158,"Sins, Bahnhof",Bus
1159,"Hünenberg, Zollhaus",Bus
1160,"Sins, Büel",Bus
1161,"Sins, Küfermattstrasse",Bus
1162,"Oberrüti, Dorf",Bus
1163,"Hünenberg, Dorf",Bus
1164,"Sins, Schulstrasse",Bus
1165,"Sins, Sonnhalde",Bus
1166,"Dietwil, Zubestrasse",Bus
1167,"Sins, Schützenhaus",Bus
1168,"Sins, Brand",Bus
1169,"Aettenschwil, Post",Bus
1170,"Abtwil AG, Post",Bus
1171,"Aettenschwil, Oberdorf",Bus
1172,"Fenkrieden, Linde",Bus
1173,"Abtwil AG, Hofmatt",Bus
1174,"Abtwil AG, Auwerstrasse",Bus
1175,"Fenkrieden, Chüttig",Bus
1176,"Fenkrieden, Dorf",Bus
1177,"Fenkrieden, Kreuzstrasse",Bus
1178,"Abtwil AG, Langegg",Bus
1179,"Oberalikon, Egg",Bus
1180,"Oberalikon, Tönihof",Bus
1181,"Alikon, Oberalikon",Bus
1182,"Auw, Altersheim",Bus
1183,"Sins, Freudenberger Wegkreuz",Bus
1184,"Sins, Freudenberg",Bus
1185,"Dietwil, Kirchenplatz",Bus
1186,"Inwil, Körbligen",Bus
1187,"Dietwil, Wannenmatt",Bus
1188,"Gisikon-Root, Bahnhof",Bus
1189,"Root, Schlosshof",Bus
1190,"Gisikon, Weitblick",Bus
1191,"Root, Wilweg",Bus
1192,"Honau, Hirschen",Bus
1193,"Inwil, Nussbaum",Bus
1194,"Berikon, Stalden",Bus
1195,"Oberwil-Lieli, im Moos",Bus
1196,"Oberwil-Lieli, Lieli Dorf",Bus
1197,"Stallikon, Diebis",Bus
1198,"Wettswil a.A., Heidenchilen",Bus
1199,"Ennetbaden, Rütenen-Felmen",Bus
1200,"Ehrendingen, Höhtal",Bus
1201,"Ehrendingen, Breitwies",Bus
1202,"Ehrendingen, Post",Bus
1203,"Ehrendingen, Niedermatt",Bus
1204,"Freienwil, Dorf",Bus
1205,"Ehrendingen, Unterdorf",Bus
1206,"Lengnau AG, Abzw. Husen",Bus
1207,"Ehrendingen, Tiefenwaag",Bus
1208,"Schneisingen, Murzlen",Bus
1209,"Lengnau AG, Brücke",Bus
1210,"Niederweningen, Bahnhof",Bus
1211,"Schneisingen, Mitteldorf",Bus
1212,"Lengnau AG, Unterlengnau",Bus
1213,"Niederweningen, Dorf",Bus
1214,"Endingen, Post",Bus
1215,"Endingen, Schöntal",Bus
1216,"Unterendingen, Dorf",Bus
1217,"Endingen, Gemeindehaus",Bus
1218,"Endingen, Israelit. Friedhof",Bus
1219,"Tegerfelden, Kirche",Bus
1220,"Würenlingen, Stumpen",Bus
1221,"Lengnau AG, Gewerbegebiet",Bus
1222,"Schneisingen, Oberdorf",Bus
1223,"Schleinikon, Dachsleren",Bus
1224,"Zurzacherberg, Passhöhe",Bus
1225,"Bad Zurzach, Tierpark",Bus
1226,"Bad Zurzach, Thermalbad",Bus
1227,"Bad Zurzach, Promenade",Bus
1228,"Bad Zurzach, Höfli",Bus
1229,"Bad Zurzach, Feldblumenweg",Bus
1230,"Bad Zurzach, Parkhotel",Bus
1231,"Bad Zurzach, RehaClinic",Bus
1232,"Bad Zurzach, Oberflecken",Bus
1233,"Bad Zurzach, Salzstrasse",Bus
1234,"Bad Zurzach, Zurzacher Hof",Bus
1235,"Bad Zurzach, Tulpenweg",Bus
1236,"Bad Zurzach, Seesteg",Bus
1237,"Bad Zurzach, Rathaus",Bus
1238,"Bad Zurzach, Triumph",Bus
1239,"Bad Zurzach, Friedhof",Bus
1240,"Bad Zurzach, Regibad",Bus
1241,"Schneisingen, Kreuzhof",Bus
1242,"Siglistorf, Oberdorf",Bus
1243,"Siglistorf, Gemeindehaus",Bus
1244,"Mellstorf, Dorf",Bus
1245,"Wislikofen, Dorf",Bus
1246,"Mellikon, Chessel",Bus
1247,"Rümikon AG, Bahnhof",Bus
1248,"Rümikon AG, Schulhaus",Bus
1249,"Fisibach, Schulhaus",Bus
1250,"Kaiserstuhl AG, Bahnhof",Bus
1251,"Bachs, Milchhütte",Bus
1252,"Weiach, Alter Bahnhof",Bus
1253,"Bachs, Alt-Bachs",Bus
1254,"Bachs, Neu-Bachs",Bus
1255,"Weiach, Gemeindehaus",Bus
1256,"Würenlingen, Kuhgässli",Bus
1257,"Würenlingen, Breite-Lochacker",Bus
1258,"Würenlingen, Post",Bus
1259,"Würenlingen, Bachstrasse",Bus
1260,"Würenlingen, Sonne",Bus
1261,"Würenlingen, Bären",Bus
1262,"Würenlingen, Altersheim",Bus
1263,"Böttstein, Schloss",Bus
1264,"Bad Zurzach, Turmhotel",Bus
1265,"Bad Zurzach, Uf Raine",Bus
1266,"Bad Zurzach, Schlüsselstrasse",Bus
1267,"Bad Zurzach, Fliederweg",Bus
1268,"Rekingen AG, Rainächer",Bus
1269,"Bad Zurzach, Dachsweg",Bus
1270,"Rekingen AG, Dorf",Bus
1271,"Böbikon, Dorfplatz",Bus
1272,"Böbikon, Schulhaus",Bus
1273,"Baldingen, Unterdorf",Bus
1274,"Baldingen, Mitteldorf",Bus
1275,"Baldingen, Oberdorf",Bus
1276,"Lauffohr, Sommerhaldenstrasse",Bus
1277,"Lauffohr, Langmatt",Bus
1278,"Windisch, Kunzareal",Bus
1279,"Windisch, Kurve",Bus
1280,"Windisch, Löwen",Bus
1281,"Windisch, Dammstrasse",Bus
1282,"Windisch, Reformierte Kirche",Bus
1283,"Windisch, Dägerli",Bus
1284,"Windisch, Kath. Kirche",Bus
1285,"Birmenstorf AG, Heigelweg",Bus
1286,"Birmenstorf AG, Gemeindehaus",Bus
1287,"Mülligen, Löh",Bus
1288,"Mülligen, Rösslimatte",Bus
1289,"Mülligen, Stock",Bus
1290,"Birrhard, Steibode",Bus
1291,"Birrhard, Unterdorf",Bus
1292,"Scherz, Rüchlig",Bus
1293,"Lupfig, Frohsinn",Bus
1294,"Birr, Wyden",Bus
1295,"Habsburg, Dorfplatz",Bus
1296,"Lupfig, Dorfstrasse",Bus
1297,"Birr, Vorderdorf",Bus
1298,"Windisch, Habsburgstrasse",Bus
1299,"Windisch, Weiermatt",Bus
1300,"Windisch, Garage Knecht",Bus
1301,"Hausen AG, Turnhalle",Bus
1302,"Hausen AG, Post",Bus
1303,"Hausen AG, Stollen",Bus
1304,"Lupfig, Seebli",Bus
1305,"Lupfig, Bahnhof",Bus
1306,"Lupfig, Trotte",Bus
1307,"Birr, Kelmatt",Bus
1308,"Brugg AG, Unterführung SBB",Bus
1309,"Brugg AG, Obergrüt/Badi",Bus
1310,"Brugg AG, Bodenackerstrasse",Bus
1311,"Schinznach Bad, Aquarena",Bus
1312,"Brugg AG, Wildischachen",Bus
1313,"Brugg AG, Aare AG",Bus
1314,"Schinznach Bad, Kurzentrum",Bus
1315,Bubendorf,Train
1316,Sommerau,Train
1317,"Schinznach Dorf, Wallbach",Bus
1318,"Schinznach Dorf, Weisse Trotte",Bus
1319,"Schinznach Dorf, Baumschule",Bus
1320,"Schinznach Dorf, Ausserdorf",Bus
1321,"Schinznach Dorf, Post",Bus
1322,"Schinznach Dorf, Gemeindehaus",Bus
1323,"Schinznach Dorf, Oberdorf",Bus
1324,"Schinznach Dorf, Steinachbr.",Bus
1325,"Oberflachs, Mitteldorf",Bus
1326,"Veltheim AG, Unterdorf",Bus
1327,"Veltheim AG, Skin",Bus
1328,"Oberflachs, Kasteln",Bus
1329,"Veltheim AG, Bären",Bus
1330,"Veltheim AG, Kirchgemeindehaus",Bus
1331,"Thalheim AG, Unterdorf",Bus
1332,"Thalheim AG, Post",Bus
1333,"Thalheim AG, Dorfplatz",Bus
1334,"Schinznach Bad, Steinbruch",Bus
1335,"Veltheim AG, Vorerli",Bus
1336,"Veltheim AG, Wildenstein",Bus
1337,"Böttstein, Birch",Bus
1338,"Veltheim AG, Au",Bus
1339,"Wildegg, Bahnhof",Bus
1340,"Auenstein, Steinbr. Jakobsberg",Bus
1341,"Wildegg, Zentrum",Bus
1342,"Auenstein, Fahr",Bus
1343,"Möriken AG, Schloss Wildegg",Bus
1344,"Auenstein, Kirche",Bus
1345,"Auenstein, Gemeindehaus",Bus
1346,"Auenstein, Hausacher",Bus
1347,"Auenstein, Rütigasse",Bus
1348,"Auenstein, Obermatt",Bus
1349,"Auenstein, Eggen",Bus
1350,"Auenstein, Wiweg",Bus
1351,"Möriken AG, Oberäsch",Bus
1352,"Möriken AG, Gemeindehaus",Bus
1353,"Möriken AG, Steinler",Bus
1354,"Möriken AG, Züriacker",Bus
1355,"Niederlenz, Schürz",Bus
1356,"Möriken AG, Bösenrain",Bus
1357,"Niederlenz, Dorfplatz",Bus
1358,"Niederlenz, Staufbergstrasse",Bus
1359,"Niederlenz, Hetex",Bus
1360,"Lenzburg, Traitafina",Bus
1361,"Lenzburg, Autobahn-Viadukt",Bus
1362,"Lenzburg, Volg",Bus
1363,"Lenzburg, Hypiplatz",Bus
1364,"Lenzburg, Angelrain",Bus
1365,"Lenzburg, Kronenplatz",Bus
1366,"Lenzburg, Friedweg",Bus
1367,"Lenzburg, Bahnhof",Bus
1368,"Lenzburg, Poststrasse",Bus
1369,"Lenzburg, Mehrzweckhalle",Bus
1370,"Lenzburg, Ziegeleiweg",Bus
1371,"Lenzburg, Ringstrasse Nord",Bus
1372,"Lenzburg, Augustin Kellerstr.",Bus
1373,"Lenzburg, Schule Lenzhard",Bus
1374,"Seon, Post/Bahnhof",Bus
1375,"Lenzburg, Berufsschule",Bus
1376,"Staufen, Beyeler",Bus
1377,"Seon, Birren Süd",Bus
1378,"Lenzburg, Beyeler",Bus
1379,"Lenzburg, Langsamstig",Bus
1380,"Lenzburg, Zeughaus",Bus
1381,"Seon, Frohsinn",Bus
1382,"Seon, Unterdorf",Bus
1383,"Egliswil, Waageplatz",Bus
1384,"Lenzburg, Neuhofstrasse",Bus
1385,"Lenzburg, Schloss",Bus
1386,"Brunegg, Gemeindehaus",Bus
1387,"Staufen, Lindenplatz",Bus
1388,"Seon, Birren Nord",Bus
1389,"Lenzburg, Bachstrasse",Bus
1390,"Schafisheim, Milchgasse",Bus
1391,"Seon, Hallenbad",Bus
1392,"Egliswil, Industrie",Bus
1393,"Egliswil, Zopf",Bus
1394,"Schafisheim, Gemeindehaus",Bus
1395,"Staufen, Chrüzweg",Bus
1396,"Schafisheim, Ausserdorf",Bus
1397,"Schafisheim, Talhard",Bus
1398,"Lenzburg, General Herzog-Str.",Bus
1399,"Lenzburg, Fünflinden",Bus
1400,"Schafisheim, Jumbo",Bus
1401,"Seengen, Feldgarage",Bus
1402,"Seengen, Poststrasse",Bus
1403,"Seengen, Rotes Haus",Bus
1404,"Seengen, Schloss Hallwyl",Bus
1405,"Seengen, Brestenberg",Bus
1406,"Boniswil, Eichholz",Bus
1407,"Lenzburg, Dufourstrasse",Bus
1408,"Schafisheim, Coop",Bus
1409,"Othmarsingen, Militärbetriebe",Bus
1410,"Othmarsingen, Högern",Bus
1411,"Lenzburg, Fünfweiher",Bus
1412,"Ammerswil AG, Rebrain",Bus
1413,"Ammerswil AG, Dorfplatz",Bus
1414,"Rupperswil, Bahnhof",Bus
1415,"Rupperswil, Haldenweg",Bus
1416,"Hunzenschwil, Unterdorf",Bus
1417,"Hunzenschwil, Birkenweg",Bus
1418,"Hunzenschwil, Weiherweg",Bus
1419,"Hunzenschwil, Korbacher",Bus
1420,"Hunzenschwil, Oberdorf",Bus
1421,"Hunzenschwil, Gemeindehaus",Bus
1422,"Boniswil, Alte Schmiede",Bus
1423,"Boniswil, Bahnhof",Bus
1424,"Leutwil, Boniswilerstrasse",Bus
1425,"Leutwil, Post",Bus
1426,"Leutwil, Zopf",Bus
1427,"Dürrenäsch, Wolfacker",Bus
1428,"Dürrenäsch, Ausserdorf",Bus
